word,freq
e=tura,104
supuya,104
ren,104
macihi,104
tekehe,104
okari,104
a=sa,104
nomi,104
hunak,104
arsuy,103
unu,103
menokopo,103
apeetok,102
iruka,101
utura,101
sirepa=an,100
icen,100
cape,100
katkor,99
mataki,99
niwkes,99
uwekarpa,99
a=turesi,99
a=akihi,98
aynukor,97
sikno,97
hikeka,96
samake,96
uhuy,96
arwenkamuy,96
eattukonna,96
sikiru,96
pone,95
an=ki,95
sarampe,95
kosimat,95
kimun,95
soyke,95
ikan,95
a=okere,94
i=epunkine,94
e=cis,94
ekari,94
uneno,94
i=omap,94
e=e,94
sikehe,93
soyenpa,93
sironuman,93
ikopuntek,93
Poyyaunpe,93
peni,93
otcike,92
oasi,92
an=tuye,92
ku=ne,92
imakake,91
poo,91
ekimun,91
nupe,91
e=nukar,91
irara,91
terke=an,91
ku=kar,91
cikoykip,91
i=or,90
katuhu,90
korsi,90
hemesu=an,90
turep,90
motoho,90
piskan,89
poknamosir,89
sat,89
sinki=an,89
koyaykus,89
an=eramusinne,89
a=nukár,89
koyki,88
iramante,88
tanne,88
i=os,88
etakasure,88
sonko,88
ri,87
iuta,87
tumpu,87
toyta,86
otusuy,86
i=ekarkar,86
a=kosimaci,86
sinot,86
paye=as,86
a=erampokiwen,86
nuwe,86
nitne,86
nenpoka,86
Yupet,86
yay,85
e=inu,85
honkor,85
omanan,85
turse,85
Penaunpe,85
sirun,84
siretok,84
paro,84
emus,84
ukuran,84
resu,84
kespa,83
rikin,83
kese,83
renkayne,83
kotankorkur,83
apekor,83
arkipa,83
an=poho,83
ataye,83
arke,82
heru,82
wenno,82
an=ronno,82
ikasma,82
sapa,82
a=sikehe,81
tonoto,81
a=ronnu,81
ku=nuye,81
a=onáha,81
i=okake,80
sunke,80
situri,80
hat,80
sietok,80
hetuku,80
hoyupu,80
horkew,80
towa,80
op,79
i=kasuy,79
atte,79
rikun,79
repun,79
hontom,79
a=supa,79
kipa,79
tomotuye,79
a=unu,79
síno,79
Kayano,79
urar,78
uni,78
siyeye,78
a=utarihi,78
aynuitak,78
a=kus,77
mos=an,77
tunasno,77
hankeno,77
pes,77
oresuy,77
isitoma,77
poutari,77
anun,77
utaspa,77
ipere,77
tanpe,77
hawehe,77
atpake,77
apto,77
k=e,77
irwak,76
ukasuy,76
kore,76
a=po,76
tasi,76
i=korpare,76
Tane,76
kikir,75
an=utari,75
situ,75
a=osura,75
cepkoyki,75
saranip,75
supa,75
eraman,75
ramma,75
an=ye,75
káni,75
keraypo,74
tanukuran,74
tuk,74
monaa=an,74
ineap,74
etoranne,74
tak,74
mismu=an,74
nis,73
tuyka,73
a=erampetek,73
cihoki,73
mosma,73
an=nomi,73
an=resu,73
hunna,73
eramuoka,73
kuwa,73
aoka,73
a=uyna,72
harkiso,72
utura=an,72
erampewtek,72
citarpe,72
k,72
inu,72
sani,72
a=eraman,72
sipasekamuy,72
asur,71
a=nuye,71
an=kar,71
yanke,71
sineanta,71
iyoype,71
wentarap=an,71
utarpa,71
sinta,71
e=unuhu,71
a=kaspaotte,71
toska,71
hem,71
unihi,71
a=hokuhu,71
SITARI,71
ratci,70
naanak,70
a=tuypa,70
naanakpo,70
tennep,70
rehe,70
paykar,70
kewtumupirka,70
ikipa,70
unuhu,70
tanpa,70
síran,70
Korka,70
oha,69
ukoyki,69
ipor,69
eci=ne,69
mokor=an,69
hacir,69
imi,69
rupnemat,69
tam,68
kusuri,68
oyra,68
ceppo,68
uyna,68
sapte,68
topattumi,68
teke,68
inkar=as,68
asam,68
punkar,68
takne,67
anke,67
sinot=an,67
hontomo,67
a=kemnu,67
isepo,67
mono,67
ruyanpe,67
humne,67
ore,66
a=kisma,66
naani,66
mosmano,66
sinki,66
yayrayke,66
icarpa=an,66
surku,66
oyakoyak,66
ecioka,65
newa,65
weysampekor,65
a=tak,65
omap,65
rayoci,65
a=ari,65
ussiw,65
ineapkusun,65
Nibutani,65
eci=kor,64
apeare=an,64
rikunmosir,64
ke,64
tomari,64
i=ipere,64
ramat,64
piyep,64
ruyka,64
hoku,64
enka,63
a=mi,63
etaye,63
eci=iki,63
a=sak,63
tamasay,63
hempara,63
sotki,63
iwatarap,63
hawke,63
ison,63
i=hoppa,63
sitoma,63
cironnup,63
nerok,63
hikusu,63
kaparpe,62
i=kopuntek,62
ra,62
ikoytupa,62
hekote,62
i=erampokiwen,62
pasekamuy,62
yaywennukar,62
inawke,62
an=rura,62
esoyne,62
humihi,62
suwop,62
ci=ki,62
kuneywa,62
rorunpuyar,61
a=us,61
wente,61
ha,61
sanniyo,61
mosem,61
an=aki,61
a=eráman,61
réhe,61
rik,60
tusa,60
utarihi,60
rupus,60
koonkami,60
etokoyki,60
toop,60
kurmat,60
icakkere,60
k=erampewtek,60
tapanpe,60
nisuk,59
o=an,59
a=kik,59
e=yaynu,59
konru,59
eramuskare,59
uwepeker,59
hoppa,59
yayramekote,59
karanke,59
a=aca,59
emo,59
ane,58
wensiante,58
ikokanu=an,58
a=ku,58
sioka,58
pakehe,58
a=ere,58
an=epakasnu,58
nanuhu,58
anpa,58
noya,58
makan,58
maw,58
asuru,57
hapapa,57
siretokkor,57
oyak,57
a=oskur,57
horka,57
cisehe,57
a=koyayrayke,57
ontaro,57
a=epunkine,57
kurkasike,57
tumam,57
i=koyki,57
an=eramuan,57
ponpe,57
utarpake,57
roski,57
mippo,57
mame,57
suye,56
petturasi,56
tuy,56
a=etoranne,56
Iarmoysam,56
kaske,56
seppa,56
kumatay,56
nenkane,56
tuypa,56
ohaw,56
Tokapci,56
an=e=tura,55
epa,55
inehempak,55
hese,55
wakkata=an,55
oka=as,55
ikir,55
e=ramu,55
yaske,55
hayta,55
e=yupihi,55
as=an,55
yam,55
hnta,55
a=ramú,55
Aynuitak,55
yakkay,55
imoma,54
sikihi,54
sinotcaki,54
a=osma,54
an=eaykap,54
enene,54
rekuci,54
rimse,54
wen=an,54
ikasuy,54
kannakamuy,54
an=eyaykouwepeker,54
eywanke,54
repunkur,54
a=koonkami,54
ciyoki,54
Aynu,54
yaykar,53
pake,53
ruoka,53
a=eaykap,53
munin,53
ika,53
a=oyamokte,53
kopan,53
e=hawean,53
osisoun,53
hoyupu=an,53
nitan,53
s,53
rápok,53
iku=an,52
arkehe,52
a=estan,52
put,52
enepo,52
kisma,52
eyam,52
ios,52
matnepoho,52
sep,52
ukattuymano,52
ep,52
pok,52
an=eyaykopuntek,52
hetopo,52
takupi,52
Ikuresuye,52
pene,52
r,52
ciesonere,51
apeare,51
usey,51
akihi,51
kan,51
turepta,51
turepta=an,51
wentarap,51
a=eramuan,51
uwenewsar,51
i=hekote,51
patci,51
sapaha,51
Panaunpe,51
k=eyaykopuntek,51
Sapporo,51
rap=an,50
iperusuy,50
ca,50
sikkew,50
ahunke,50
hoka,50
karkarse,50
sa,50
ma,50
i=koytak,50
henpak,50
nuy,50
a=i=ye,50
a=aki,50
kusune,50
néun,50
ae,49
ram,49
a=wente,49
nan,49
ewen,49
mean,49
tom,49
yaykatanu,49
a=ta,49
yayan,49
e=sitoma,49
umma,49
esoro,48
kotomne,48
a=kay,48
ukor,48
a=hok,48
osura,48
ekoykaun,48
rokoka,48
sikiru=an,48
a=e=resu,48
pewtanke,48
anki,48
sukus,48
a=i=kore,48
ci=ne,48
poru,48
upsor,47
hu,47
yaci,47
a=ani,47
wan,47
i=kaspaotte,47
sirkirap,47
i=erankarap,47
kosip,47
XXX,47
etun,47
keray,47
episno,47
askay,47
moyo,47
nérok,47
kasa,46
rametokkor,46
yayeisoytak,46
yap=an,46
pas,46
paha,46
i=kopasrota,46
ear,46
uenewsar,46
a=carpa,46
kuma,46
a=ekimatek,46
corpokke,46
a=rupneutari,46
hepuni,46
tori,46
mom,46
huraye,46
ranko,46
a=poro,46
sapanekur,46
samamni,45
kotor,45
ankean,45
ama,45
その,45
mukar,45
i=nospa,45
i=nomi,45
yaykatanu=an,45
ponmat,45
rap,45
iuta=an,45
yaykopuntek,45
eattukonno,45
a=kokiru,45
kemnu,45
an=mi,45
a=oyra,45
inumpe,45
use,45
sirka,45
tumun,45
sinre,45
korkay,45
sermak,44
hemka,44
an=i=tura,44
an=e,44
monrayke,44
sompay,44
a=ko,44
an=i=kore,44
ociwe,44
sayo,44
nokan,44
sirihi,44
a=wenpakasnu,44
tasiro,44
arorkisne,44
i=kay,44
sirpirka,44
kik,44
sirepa,44
a=eyam,44
maratto,44
k=ek,44
an=i=ye,43
annoski,43
kopak,43
i=kar,43
etokoho,43
oripak=an,43
a=eranak,43
kotuk,43
sinnatoyne,43
upopo,43
a=epakasnu,43
kosne,43
tumasnu,43
petaru,43
ota,43
a=eyaykamuynere,43
imeru,43
soya,43
a=ranke,42
cikappo,42
pi,42
ho,42
takar,42
asi,42
eawnarura,42
e=omanan,42
i=ekari,42
ekupa,42
rew,42
e=poho,42
iyaykipte,42
ikaopiwki,42
oharkiso,42
hura,42
a=aynukor,42
ku=hok,42
arwen,42
newaanpe,42
Orowano,42
a=anpa,41
an=se,41
eci=paye,41
caro,41
i=hotanukar,41
homo,41
petetok,41
i=koypuni,41
an=ruska,41
otke,41
osmak,41
matne,41
hokus,41
a=satke,41
kusun,41
a=koan,41
hinta,41
yupihi,41
esirkirap,41
sitcasnuka=an,41
yaunkur,41
sirokane,41
sisak,41
inawcipa,41
mour,41
atay,41
péka,41
Nihon,41
kakkok,40
an=nospa,40
an=erampetek,40
aunki,40
e=ipe,40
arikiki=an,40
pokor=an,40
kokusis,40
a=nukare,40
tomo,40
pasrota,40
cas,40
eutanne,40
sipase,40
pirkep,40
a=matnepoho,40
ehotke,40
iyoykir,40
a=nurappa,40
kuskeray,40
nipek,40
a=numke,40
i=turen,40
seske,40
Simakmaki,40
opiwki,40
Amerika,40
pira,39
oposo,39
a=niwkes,39
e=ahun,39
nisat,39
e=hawki,39
set,39
tuymano,39
cipakasnu,39
pan,39
rapokta,39
ramuosma,39
eci=arki,39
puta,39
oyki,39
anpe,39
a=siknure,39
pu,39
ham,39
a=uhuyka,39
hetukpa,39
a=kipa,39
piye,39
okaamkir,39
tapka,39
kurkasi,39
a=kosmaci,39
paraparak,39
i=yaykoruyruypa,39
kas,39
i=nure,39
neyakka,39
a=karku,39
i=utek,39
amkir,39
osikkote,39
an=eramuskare,38
irampita,38
an=ama,38
kotcake,38
a=atte,38
apekes,38
a=hotanukar,38
iyayraykere,38
って,38
kap,38
yan=an,38
itura,38
a=etun,38
apekur,38
ironne,38
a=kosirepa,38
ukoitak,38
a=etoyta,38
payoka,38
hok,38
tanpaku,38
caranke,38
sikaye,38
episne,38
ottena,38
kimatek,38
emkoho,38
epakasnu,38
nam,38
sirsesek,38
kusukeraypo,38
ei,38
h,38
NO,38
unkur,38
Ora,38
Néwaanpe,38
ratki,37
resuy,37
ekopi,37
an=okere,37
nisap,37
karkarse=an,37
hentomani,37
tus,37
eci,37
i=koitak,37
pukuru,37
hunara,37
siporo,37
a=koypuni,37
pana,37
eepakke,37
a=ri,37
ayke,37
ese,37
e=hotke,37
honi,37
cinki,37
rur,37
tara,37
rek,37
hosari,37
e=epunkine,37
a=sucihi,37
parka,37
ukokusis,37
ekot,37
a=pirkakar,37
enitan,37
un=kore,37
kotanu,37
ramacihi,37
icarpa,37
horak,37
humpe,37
katak,37
ku=ku,37
huri,37
a=omáre,37
Oro,37
kahun,37
i=rayke,36
rikip=an,36
ror,36
hawkeno,36
e=rayke,36
wenpe,36
eci=kar,36
uymam=an,36
cepkoyki=an,36
mik,36
i=koyayrayke,36
an=eutanne,36
siante,36
a=ruska,36
i=takare,36
sinewe,36
hemesu,36
a=takar,36
i=kouwepekennu,36
ere,36
isam=an,36
usat,36
kamihi,36
a=turesihi,36
numan,36
semkoraci,36
ohayne,36
ouse,36
pakasnu,36
e=pon,36
cuk,36
a=asi,36
topa,36
siruwante=an,36
siwnin,36
horaociwe,36
yukkorkamuy,36
a=maci,36
siriki,36
uhunak,36
okay=as,36
Okikirmuy,36
a=kotánu,36
Tan,36
Hakodate,36
ehanke,35
katun,35
anani,35
a=wen,35
tusuy,35
tampaku,35
a=etaye,35
weysampe,35
toon,35
a=eramuskare,35
ukoramkor,35
Sisirmuka,35
kotanpa,35
iyorot,35
eposo,35
uskehe,35
nuwap,35
asikne,35
irammakaka,35
sem,35
reyereye,35
a=easkay,35
ikesuy,35
yap,35
Kusur,35
cikupeni,35
tokkoni,35
okay=an,35
katakana,35
Hokkaidou,35
Samani,35
a=ama,34
haweas,34
erampetek,34
e=pa,34
iramante=an,34
kemeyki=an,34
an=i=e,34
heper,34
karpa,34
a=eoripak,34
puyne,34
sike=an,34
uweturaste,34
paroho,34
an=matnepo,34
kotanuhu,34
num,34
pisakku,34
e=suke,34
ahupte,34
a=acaha,34
a=hayta,34
i=akkari,34
arsoke,34
pero,34
kanpi,34
turimimse,34
sirutu,34
koyaywennukar,34
coypep,34
sikuma,34
uwenewsar=an,34
yaku,34
sokoni,34
pipa,34
nesko,34
-yupi,34
a=unúhu,34
yaykosiramsuypa=an,33
ineapkusta,33
itura=an,33
pokna,33
otamuy,33
sirsimoye,33
tasa,33
roski=an,33
a=,33
karkar,33
a=teke,33
ciyehe,33
a=koonne,33
etokus,33
i=e,33
i=respa,33
ipone,33
okannatki,33
a=respa,33
isa,33
ci=nukar,33
a=korpare,33
herikasi,33
okakehe,33
kirpu,33
rupnepa,33
iyohaysitomare,33
makiri,33
a=eniste,33
upakno,33
aw,33
a=ekasi,33
kasuno,33
an=teke,33
uterkere,33
i=eoripak,33
asinkaro,33
rupneutar,33
sirar,33
i=rura,33
kot,33
a=koycarpa,33
a=eawnarura,33
a=hunara,33
an=honi,33
ranma,33
sasuysir,33
a=i=rayke,33
kasike,33
kaki,33
awanki,33
enune,33
ék=an,33
k=éraman,33
episun,32
osmake,32
Kimunto,32
usinna,32
seturu,32
an=epunkine,32
tumkor,32
a=sike,32
i=koiruska,32
an=omare,32
matkor,32
ruska,32
iperusuy=an,32
a=kouwepekennu,32
a=okunnure,32
e=eramuan,32
nonno,32
e=ka,32
iri,32
piskanike,32
etarka,32
inawneni,32
turi,32
toma,32
hosari=an,32
yaun,32
haahoo,32
konkane,32
sinnayno,32
peker,32
ur,32
korkayki,32
ak,32
kinasut,32
k=apkas,32
ku=hawean,32
nesi,32
pata,32
Hokkaido,32
néyun,32
gengo,32
húresisam,32
nankora,31
a=tekehe,31
hekiru,31
a=maka,31
a=popte,31
sippo,31
tawki,31
e=inkar,31
oyoyo,31
reye,31
asinpe,31
otuwan,31
a=tere,31
a=kikkik,31
kotca,31
iruyke,31
onuytasa,31
ukoomanne,31
riya,31
iso,31
a=ahunke,31
usayne,31
eirpak,31
a=momka,31
a=rupneutar,31
cisoyekatta,31
e=resu,31
onautari,31
yaunmosir,31
maknatara,31
uhuyka,31
kinra,31
teyne,31
e=mi,31
sum,31
sontak,31
a=yaynure,31
e=rewsi,31
kamuycep,31
owse,31
kararak,31
Teeta,31
say,30
we,30
rok=an,30
upsoro,30
tumama,30
ikemnu,30
でも,30
i=kosinewe,30
eunkeray,30
tawakane,30
iramu=an,30
ninkari,30
orewan,30
pahaw,30
kanni,30
an=nuye,30
uenewsar=an,30
kasu,30
an=nure,30
a=eykoytupa,30
sirari,30
pus,30
satke,30
niske,30
sittokes,30
nukuri,30
apapa,30
kaskamuye,30
nociw,30
i=aynukor,30
an=ukoomap,30
Okikurmi,30
yaykurkata,30
mike,30
oyaciki,30
a=seske,30
eposokane,30
a=e=kore,30
a=yaykorpare,30
tompi,30
hani,30
numa,30
a=kopan,30
mosirhoppa,30
sinenne,30
orepunpe,30
terkeype,30
tonkori,30
rapokkehe,30
SONO,30
Nippon,30
Te,30
sirpo,29
esisoun,29
Sinnutapka,29
soyene=an,29
tapkar,29
Ponmosir,29
toytoy,29
par,29
eci=nu,29
an=i=rayke,29
putuhu,29
toranne,29
ruwehe,29
are,29
e=ray,29
yaykosiramsuypa,29
mismu,29
sipini,29
tokes,29
a=hopunire,29
a=eysoytak,29
sakir,29
aske,29
pirpa,29
sikteno,29
kimun=an,29
a=esanniyo,29
oran,29
a=nepa,29
okuyma,29
hemuymuye,29
piskani,29
tukarike,29
kaspaotte,29
nikne,29
Samayunkur,29
sitcasnuka,29
e=saha,29
a=e=rayke,29
ikirihi,29
sinnurappa,29
una,29
i=kotetterke,29
ikka,29
iworso,29
an=tura,29
sesek,29
iyosno,29
ukoysoytak,29
kapacir,29
sinpuy,29
kanciw,29
kimunkamuy,29
sokorkamuy,29
ci=kar,29
k=eywanke,29
taanpe,29
paste,29
ci=kor,29
NANI,29
koturimimse,29
a=acautari,29
a=eyyok,29
mozi,29
suttom,28
ikiri,28
kisar,28
tumikor,28
kaskot,28
nepkon,28
iram,28
ot,28
pencay,28
oriwak,28
kakenca,28
cikiri,28
a=erankarap,28
siyuk,28
ekimatek,28
i=tere,28
a=turaynu,28
i=sere,28
yepa,28
sawre,28
sinewpa,28
pakkay,28
a=pon,28
sikirpa=an,28
masar,28
eomanan,28
a=kocaranke,28
uhoyuppare,28
ku=hosipi,28
cepkorkamuy,28
i=kesanpa,28
rikunkanto,28
a=e=epunkine,28
ipokas,28
i=nukare,28
sinrici,28
nek,28
cimakani,28
uepeker,28
rekte,28
Tanpa,28
Esuperanto,28
iisoneka,27
tantane,27
honihi,27
reyepkamuy,27
toyta=an,27
uyruke,27
sikopayar,27
sanca,27
ioyra,27
an=i=resu,27
ewonne,27
a=opiwki,27
terketerke,27
a=epa,27
sonnoka,27
hetuk,27
sakekar,27
ekoypokun,27
kasuy,27
kinakar,27
a=oskoni,27
i=siren,27
e=hekote,27
susu,27
a=huraye,27
korpa,27
a=ekarkar,27
soatay,27
kut,27
sune,27
rampak,27
inean,27
paraparak=an,27
karip,27
a=ante,27
ramno,27
i=etoko,27
nisu,27
papis,27
a=arustekka,27
niste,27
unukar=an,27
inan,27
ku=sinki,27
aynu-pito,27
TAKA,27
a=onáwtari,27
túnasno,27
cis=,27
a=eyám,27
fonto,27
aynupuri,27
Otaru,27
a=siknuka,26
a=mataki,26
estan,26
an=eiwanke,26
rikip,26
canan,26
kapu,26
rammano,26
senne,26
e=utari,26
i=kohosari,26
a=yaykotomka,26
kewe,26
ponehe,26
a=roski,26
e=isam,26
pirka=an,26
inukuri,26
emina,26
tay,26
sattek,26
yukar,26
numke,26
onnayke,26
eus,26
a=e=kar,26
a=eramasu,26
a=i=kar,26
horippa,26
a=kopasrota,26
a=koyaywennukar,26
koypuni,26
i=etok,26
herepasi,26
a=epirka,26
nitek,26
e=kotanu,26
oharkisoun,26
a=aktonoke,26
tumu,26
e=matnepo,26
pitar,26
a=siwto,26
a=mippoutari,26
kere,26
uturano,26
kinasutkamuy,26
Porosirunkamuy,26
cuppok,26
ku=pon,26
suwe,26
oypepi,26
samormosir,26
cápe,26
i=koturse,26
Sine,26
Shigeru,26
damu,26
Okayama,26
ormonkesna,25
teksama,25
sasini,25
a=ociwe,25
pir,25
sar,25
upis,25
a=nisuk,25
して,25
a=oterke,25
nisappone,25
a=kopepka,25
ipetam,25
ina,25
uko,25
nuyna,25
sirunno,25
akorak,25
i=koturiri,25
a=cotca,25
kama,25
a=omap,25
ikkew,25
eyaykosiramsuypa,25
kikkik,25
i=kaoyki,25
tukari,25
sakno,25
notayne,25
yaykurka,25
epak,25
kat,25
itese,25
i=ronno,25
monkesna,25
